id fam grp bmi smoke edu height cardio menarche
202001 20001 mes 2.18267e-06 -2.61723e-05 4.03047e-06 -3.43378e-05 1.20919e-05 -1.76241e-05
202003 20003 mes 8.18825e-06 -4.82062e-05 3.11079e-07 -4.27861e-05 1.87066e-05 -8.64246e-06
202004 20004 mes 1.6683e-05 -1.13184e-05 2.70245e-06 -4.21666e-05 2.01426e-05 -1.39727e-05
202005 20005 mes 5.35162e-06 -2.00242e-05 -2.8078e-06 -4.80296e-05 1.93089e-05 -1.0357e-05
202006 20006 mes 3.76629e-06 -1.92554e-05 5.65238e-07 -3.8154e-05 4.59923e-05 -1.14923e-05
202007 20007 mes 2.93186e-06 -5.34458e-05 3.70425e-06 -3.66272e-05 4.73271e-05 -2.67621e-05
202008 20008 mes 1.08947e-05 -1.66074e-05 -1.86262e-06 -4.22054e-05 6.64765e-05 -2.81364e-05
202009 20009 mes 8.43347e-06 -4.80438e-05 5.37356e-07 -5.03221e-05 2.00174e-05 -1.82469e-05
202010 20010 mes 9.29495e-07 5.65205e-07 9.49803e-06 -2.75221e-05 6.37798e-05 -2.27616e-05
202011 20011 mes 1.14096e-05 5.99237e-06 4.95684e-06 -3.79667e-05 4.50611e-05 -1.72736e-05
202513 20013 nat 2.76761e-06 -3.16339e-05 5.5895e-06 -4.36307e-05 2.83851e-05 -1.79733e-05
202534 20034 nat 1.02419e-05 -3.90877e-05 -7.08069e-07 -4.43588e-05 4.96915e-06 -2.02606e-05
202540 20040 nat 1.09729e-05 -4.97938e-05 4.11348e-06 -4.17557e-05 2.67727e-05 -1.20422e-05
202542 20042 nat 6.63679e-06 -3.27237e-05 -3.45164e-06 -4.06451e-05 2.59732e-05 -7.40677e-06
202545 20045 nat 1.17222e-05 -4.62179e-05 1.49447e-06 -5.35534e-05 1.09177e-05 -1.26216e-05
202548 20048 nat -9.08719e-07 -6.07048e-05 -1.60691e-07 -3.88126e-05 3.149e-06 -2.61527e-05
202560 20060 nat 7.75047e-06 -2.45051e-05 2.31308e-06 -4.003e-05 4.32573e-05 -1.3739e-05
202566 20066 nat 8.76142e-06 -1.90501e-05 4.83157e-06 -4.59936e-05 1.58235e-05 -1.6429e-05
202576 20076 nat 8.49208e-06 -5.44605e-05 2.26819e-06 -4.92365e-05 4.00116e-05 -2.56787e-05
202597 20097 nat 6.76265e-06 -3.24477e-05 -3.05699e-06 -4.63204e-05 4.48388e-05 -1.00431e-05
202602 20002 nat 1.18598e-05 -2.75316e-05 1.49434e-06 -4.65227e-05 1.27362e-05 -1.14391e-05
202609 20009 nat 3.78095e-06 -3.16085e-05 7.41973e-07 -3.99691e-05 4.26376e-05 -1.08473e-05
202905 20005 nat 1.22728e-05 -2.91994e-05 -8.00027e-06 -4.70602e-05 2.77134e-05 -1.77124e-05
202907 20007 nat 6.08963e-06 -2.08306e-05 6.09854e-06 -3.69616e-05 2.40989e-05 -3.76237e-05
202908 20008 nat 1.20351e-05 -3.50353e-05 3.30818e-06 -5.28389e-05 1.62402e-05 -4.32573e-06
202909 20009 nat 3.17063e-06 2.04711e-06 3.2817e-06 -3.02148e-05 2.57409e-05 -1.75398e-05
202910 20010 nat 9.11216e-06 -3.45352e-05 -3.17184e-06 -3.69143e-05 1.0936e-05 -1.21032e-05
261011 26011 mes -1.00275e-05 -5.96513e-05 1.2258e-05 -7.31637e-06 1.34071e-05 -2.36452e-05
261012 26012 mes 3.63438e-06 -9.25092e-06 9.27326e-07 -3.48303e-05 6.95143e-05 -1.22739e-05
261013 26013 mes 3.90623e-06 -7.39851e-05 -5.92586e-06 -7.19283e-06 3.6775e-05 -2.33467e-05
261015 26015 mes -4.87755e-06 -4.55786e-05 9.2871e-06 -1.63801e-05 3.03145e-05 -2.06802e-05
261016 26016 mes -3.94859e-07 -3.25067e-05 7.78043e-06 -1.84803e-05 5.28017e-05 -2.65228e-05
261017 26017 mes 7.81921e-06 -3.90522e-05 8.66088e-06 -1.60861e-05 6.18124e-05 -2.27516e-05
261018 26018 mes -1.16217e-05 -1.72188e-05 7.62763e-06 -3.08068e-05 2.98943e-05 -6.28129e-06
261021 26021 mes -2.87416e-06 -6.89341e-05 1.16853e-05 -3.21375e-05 1.6091e-05 -2.09907e-05
261022 26022 mes -3.21905e-06 -1.78842e-05 8.96581e-06 -1.90478e-05 5.93362e-05 -2.23943e-05
261023 26023 mes -5.26769e-06 -3.29937e-05 4.89375e-06 -7.63686e-06 2.44714e-05 -1.01045e-05
261024 26024 mes -7.1976e-06 -5.42478e-05 1.06824e-05 -1.04508e-05 3.90524e-05 -2.53343e-05
261026 26026 mes -4.68348e-06 -5.66458e-05 -1.41163e-06 -2.72763e-05 7.63238e-05 -1.15441e-05
261027 26027 mes 3.48891e-06 -2.22047e-05 1.15401e-05 -3.31378e-05 5.72042e-05 -1.99017e-05
261028 26028 mes 1.95583e-06 -2.02862e-05 1.01674e-05 -2.25202e-05 6.67749e-05 -2.33614e-05
261061 26061 mes 3.68594e-06 -5.56271e-05 6.33008e-06 -1.35468e-05 4.80678e-05 -1.186e-05
261062 26062 mes -7.43443e-06 -5.44159e-05 2.066e-05 4.09244e-06 1.87366e-05 -2.8184e-05
261063 26063 mes 2.10693e-06 -1.49299e-05 8.00169e-07 -9.24632e-06 3.50665e-05 -1.33436e-05
261064 26064 mes -3.28484e-06 -2.59433e-05 8.82961e-06 -1.73501e-05 4.18152e-05 -7.69452e-06
261065 26065 mes 2.8049e-06 -1.95441e-05 2.18063e-06 -2.40806e-05 3.43275e-05 -2.65158e-05
261066 26066 mes 2.44639e-06 -4.8048e-05 2.23194e-05 -2.18801e-05 1.50217e-06 -1.66729e-05
261067 26067 mes 6.90194e-06 -3.58758e-05 7.11409e-06 -1.71226e-05 2.46042e-05 -1.99718e-05
261068 26068 mes 1.35054e-06 -4.08615e-05 4.33079e-06 -3.78216e-05 8.8203e-05 -2.17385e-05
261070 26070 mes 1.00585e-05 -4.92141e-05 5.0746e-06 -2.17367e-05 5.09128e-05 -2.06826e-05
261071 26071 mes 5.34429e-06 -2.69764e-05 3.06221e-06 -1.55693e-05 2.99292e-05 -2.96455e-05
262001 26001 mes 2.57853e-06 -3.52764e-05 4.78147e-06 -2.81688e-05 5.84462e-05 -2.51949e-05
262002 26002 mes 4.92163e-06 -1.78643e-05 8.02836e-06 1.48673e-06 6.08454e-05 -2.05373e-05
262003 26003 mes -1.32505e-05 -5.63073e-05 4.2976e-06 -3.45697e-05 3.54724e-05 -2.44533e-05
262004 26004 mes -2.1134e-06 -3.99151e-05 9.36016e-06 -2.57244e-05 5.20343e-05 -1.69928e-05
262006 26006 mes 8.11121e-06 -2.14683e-05 1.15111e-06 -1.42474e-05 6.89107e-05 -1.64579e-05
262007 26007 mes -6.13988e-06 -4.23902e-05 1.36032e-05 -1.43309e-05 4.67558e-05 -1.36044e-05
262008 26008 mes -8.74981e-06 -2.54505e-05 5.31688e-06 -2.70417e-06 6.89475e-05 -2.38825e-05
262009 26009 mes -8.46364e-06 -6.91112e-05 1.46049e-06 -1.83862e-05 1.02539e-05 -7.30245e-06
262048 26048 mes -8.47744e-06 -2.84783e-05 9.48866e-06 -1.97268e-05 -1.15718e-05 -1.29625e-05
262059 26059 mes -1.10135e-06 -4.51447e-05 -5.7472e-06 -2.69176e-05 5.30347e-05 -2.00832e-05
262061 26061 mes -7.09157e-06 -4.06931e-05 4.05515e-06 -1.91448e-05 7.34943e-05 -1.85922e-05
262062 26062 mes -8.67378e-06 -5.93956e-05 1.1707e-05 -2.15029e-05 7.66209e-05 -7.82947e-06
262063 26063 mes 4.70145e-06 -7.55652e-05 1.21047e-05 -9.6103e-06 3.2925e-05 -1.6333e-05
262065 26065 mes -8.29662e-06 -6.57492e-06 -1.68245e-06 -1.34222e-05 8.61835e-05 -3.70458e-06
262069 26069 mes 3.48516e-06 -3.0203e-05 9.37113e-06 -3.0665e-05 5.06962e-05 -1.45235e-05
262070 26070 mes 1.68527e-06 -2.19534e-05 7.22331e-06 -1.94072e-05 7.56279e-05 -1.9092e-05
262074 26074 mes 6.38494e-06 -4.30694e-05 2.51639e-07 -1.89251e-05 4.80457e-05 -2.57534e-05
262076 26076 mes -2.35103e-06 -2.18405e-05 2.11564e-06 -9.1644e-06 4.26987e-05 -8.62419e-06
262077 26077 mes 1.06823e-05 -4.29917e-05 8.13613e-06 -1.94718e-05 4.02383e-05 -1.38528e-05
262078 26078 mes -4.97151e-06 -6.20605e-05 6.72645e-07 -4.97405e-07 1.55834e-06 -8.87612e-06
262079 26079 mes 2.66543e-06 -4.64347e-05 5.49202e-06 -1.85377e-05 2.81856e-05 -1.51446e-05
262080 26080 mes -5.36632e-06 -4.51683e-05 7.86426e-06 -5.13954e-06 2.44138e-05 -1.06228e-05
262081 26081 mes -5.66102e-06 -3.83339e-05 6.81577e-06 -2.30589e-05 4.61282e-05 -3.95953e-05
262099 26099 mes -2.52327e-06 -4.74251e-05 7.27675e-06 -3.06714e-05 6.31958e-06 -2.31387e-05
262100 26000 mes -5.13882e-06 -5.73216e-05 8.3568e-06 -2.55344e-05 7.86251e-05 -2.21646e-05
281001 28001 mes 4.6931e-06 -4.54559e-05 -4.6164e-06 -3.11995e-05 3.60633e-05 -2.3434e-05
281002 28002 mes 1.79867e-06 -3.60035e-05 3.35183e-06 -2.96155e-05 2.96579e-05 -1.17209e-05
281003 28003 mes -6.15755e-06 -3.72331e-05 5.21059e-06 -2.49585e-05 2.66839e-05 -1.12254e-05
281004 28004 mes -2.13578e-06 -2.2259e-06 5.23638e-06 -1.51452e-05 9.44618e-06 -7.70721e-06
281005 28005 mes 3.8975e-06 -6.65537e-05 1.33782e-05 -1.35391e-05 3.2585e-05 -1.36727e-05
281008 28008 mes 4.22639e-06 -7.25577e-05 8.9007e-06 -3.17197e-05 2.66308e-05 -1.27055e-05
281009 28009 mes 7.46455e-06 -3.88808e-05 2.02531e-06 -3.88954e-05 3.09707e-05 -7.04802e-06
281010 28010 mes 5.65737e-06 -2.83353e-05 1.33432e-05 -2.5452e-05 2.78988e-05 -7.48184e-06
282001 28001 mes 8.5767e-06 -5.38721e-05 1.71966e-06 -3.38379e-05 3.99465e-05 -8.93706e-06
282002 28002 mes 8.8057e-06 -2.30509e-05 2.63429e-06 -3.60045e-05 5.31285e-06 -1.75088e-05
282003 28003 mes 7.08761e-06 -3.10246e-05 8.59201e-06 -3.29665e-05 4.80503e-05 -2.24091e-05
282004 28004 mes 6.37489e-07 -6.4816e-05 -1.22145e-06 -2.83293e-05 3.73703e-05 -2.91836e-05
282005 28005 mes 9.1028e-06 -1.75511e-05 1.09541e-05 -3.35886e-05 2.4614e-05 -1.1421e-05
282007 28007 mes -1.01925e-05 -5.48158e-05 1.19757e-05 -1.85475e-05 1.88515e-05 -1.67836e-05
282008 28008 mes -1.61776e-06 -3.4839e-05 9.8442e-07 -1.59161e-05 4.8925e-05 -1.28553e-05
282009 28009 mes -5.28042e-06 -4.47614e-05 1.13599e-05 -3.96396e-05 1.99975e-05 -1.81898e-05
282010 28010 mes 6.22983e-06 -2.88676e-05 3.85224e-08 -2.92421e-05 2.92925e-05 -2.47781e-05
301001 30001 mes -3.16714e-06 -1.87977e-05 5.70958e-06 -1.32915e-05 3.02011e-05 -9.75245e-06
301002 30002 mes 1.6397e-06 -7.70253e-05 -9.02443e-07 -3.59713e-05 3.74801e-05 -1.75719e-05
301004 30004 mes 3.18099e-06 -3.57806e-05 4.56199e-06 -3.81092e-05 2.88936e-05 -3.18791e-05
301005 30005 mes 1.28325e-05 -4.63608e-05 -1.00122e-05 -4.18632e-05 6.57786e-05 -1.64599e-05
301007 30007 mes 5.32516e-06 -7.55913e-05 1.62009e-05 -3.67708e-05 5.03006e-05 -1.5154e-05
301008 30008 mes 5.41264e-06 -5.89309e-05 -6.22577e-06 -3.38646e-05 1.10348e-05 -1.97844e-05
301009 30009 mes -6.31931e-06 -7.15194e-05 1.48099e-05 -2.81215e-05 2.21508e-05 -2.07617e-05
301010 30010 mes -5.90099e-06 -1.37119e-06 1.54136e-05 -4.26147e-05 3.97249e-05 -1.02558e-05
301012 30012 mes 2.37957e-06 -5.08455e-05 8.87127e-06 -8.07925e-06 1.90406e-05 -3.18307e-05
301013 30013 mes 8.33724e-06 -5.18595e-05 7.81649e-06 -2.80134e-05 9.57925e-06 -1.72288e-05
301014 30014 mes -2.01976e-06 -6.76611e-05 7.31511e-06 -2.95898e-05 1.19931e-05 -1.0734e-05
301015 30015 mes 3.12961e-06 -5.19535e-05 5.08421e-06 -3.15544e-05 8.29563e-05 -4.50801e-05
301016 30016 mes -3.24081e-06 -5.42576e-05 2.73049e-06 -3.92035e-05 1.65429e-05 -2.17537e-05
301046 30046 mes 1.81549e-06 -5.45837e-05 1.22018e-05 -3.09849e-05 2.91218e-05 -1.78364e-05
301047 30047 mes -6.01684e-06 -4.59958e-05 2.3495e-06 -3.03249e-05 3.54196e-05 -1.93293e-05
301048 30048 mes 6.69842e-06 -4.47685e-05 4.84787e-06 -4.54768e-05 1.23046e-05 -1.64685e-05
301049 30049 mes 1.0462e-05 -4.40514e-05 8.15914e-06 -4.57126e-05 1.40734e-05 -1.47317e-05
301050 30050 mes 4.6603e-06 -9.22552e-05 8.68336e-07 -4.62617e-05 1.03025e-05 -1.4726e-05
301051 30051 mes 1.05484e-06 -3.8411e-05 4.36603e-06 -3.85573e-05 6.35403e-05 -1.3801e-05
301052 30052 mes -3.72096e-06 -2.49091e-05 -4.91625e-06 -2.12375e-05 5.59363e-05 -2.5407e-05
301053 30053 mes 8.77135e-06 -5.02789e-05 3.04507e-06 -2.65676e-05 4.37699e-05 -1.95177e-05
301054 30054 mes 1.34546e-05 -4.3525e-05 -3.94051e-06 -4.39558e-05 3.70922e-05 -2.32095e-05
301055 30055 mes 7.70503e-07 -3.92027e-05 7.56802e-07 -3.81511e-05 4.75529e-05 -2.26461e-05
301095 30095 mes 3.93593e-06 -2.37584e-05 -3.66269e-06 -3.54948e-05 4.95767e-05 -1.80658e-05
302001 30001 mes 5.35308e-07 -3.20271e-05 2.86305e-06 -3.14931e-05 2.50872e-05 -2.26778e-05
302003 30003 mes -8.73715e-07 -6.1839e-05 -6.23413e-06 -1.87423e-05 1.66061e-05 -1.57436e-05
302004 30004 mes 6.71282e-06 -5.96872e-05 8.40888e-06 -3.31137e-05 4.73613e-05 -3.82739e-06
302005 30005 mes -1.05273e-05 -8.7488e-05 6.02429e-06 -2.13442e-05 2.09717e-06 -1.01316e-06
302006 30006 mes 9.01926e-06 -3.47825e-05 2.23525e-06 -3.34498e-05 4.71989e-05 -1.47164e-05
302009 30009 mes 6.09718e-06 -1.03228e-05 3.8644e-06 -3.86219e-05 2.02805e-05 -1.53621e-05
302010 30010 mes 9.54244e-06 -3.41934e-05 -2.7623e-07 -4.17922e-05 2.78598e-05 -2.84474e-05
302012 30012 mes 3.34848e-06 -3.03476e-05 2.99225e-06 -2.01873e-05 4.35106e-06 -1.21808e-05
302013 30013 mes 3.52813e-06 -3.6735e-05 8.81896e-06 -2.7237e-05 1.0301e-05 -8.88763e-06
302014 30014 mes 9.18821e-06 -3.01498e-05 1.0027e-05 -3.29428e-05 2.89727e-05 -1.7097e-05
302015 30015 mes -6.00714e-06 -6.15243e-05 1.40052e-05 -2.21119e-05 -1.39683e-05 -2.67141e-05
302017 30017 mes -4.22732e-06 -6.84109e-05 -5.41418e-06 -3.78045e-05 6.00118e-05 -2.24114e-05
302018 30018 mes -1.18671e-06 -3.1327e-05 -3.60942e-06 -3.07209e-05 -1.38419e-05 -1.21215e-05
302019 30019 mes 5.63008e-06 -6.47517e-05 -3.02193e-06 -3.43132e-05 2.20394e-05 -1.68543e-05
302020 30020 mes 3.62101e-06 -1.80601e-05 -2.47825e-06 -2.57048e-05 6.20928e-05 -9.97345e-06
302021 30021 mes 1.07144e-05 -2.60332e-05 9.09319e-06 -3.53884e-05 3.26134e-05 -2.14105e-05
302022 30022 mes 7.9021e-06 -5.6844e-05 8.27999e-06 -3.22525e-05 5.01254e-05 -1.00736e-05
302023 30023 mes -1.04496e-05 -5.10012e-05 2.16221e-05 -5.45826e-06 5.97832e-05 -1.43589e-05
302024 30024 mes 7.51513e-06 -2.0626e-05 4.17271e-06 -2.78787e-05 4.06881e-05 -1.77787e-05
302025 30025 mes 1.20299e-05 -5.10149e-06 -4.51882e-07 -3.65658e-05 2.83623e-05 -2.59187e-05
302026 30026 mes 8.01512e-07 -4.04518e-05 1.06779e-05 -3.71949e-05 1.51281e-05 -2.02363e-05
302027 30027 mes 8.68276e-06 -3.40652e-05 5.70026e-06 -2.23509e-05 6.14681e-05 -1.82573e-05
302028 30028 mes 1.60906e-06 -4.02751e-05 -3.54688e-07 -4.28056e-05 1.87231e-05 -1.36085e-05
302029 30029 mes 3.45759e-06 -6.51382e-05 8.61812e-06 -3.10189e-05 -2.24953e-05 -1.18536e-05
302031 30031 mes -1.01816e-06 -2.88675e-05 -1.17515e-06 -4.43081e-05 1.07743e-05 -1.99755e-05
302032 30032 mes 2.47815e-06 -2.44915e-05 1.29204e-05 -3.09134e-05 3.82415e-05 -9.13347e-06
311002 31002 mes -9.56676e-06 -5.09237e-05 2.10292e-07 -1.19465e-05 3.78704e-05 -2.87673e-05
311003 31003 mes 5.93361e-07 -5.73816e-05 6.41694e-07 -4.7591e-05 3.55754e-05 -1.37902e-05
311004 31004 mes 6.00806e-06 -3.3786e-05 8.89949e-06 -3.16059e-05 3.8916e-05 -2.00691e-05
311005 31005 mes -1.09898e-05 -4.30573e-05 1.49203e-05 2.0185e-06 4.18435e-05 -1.1688e-05
311006 31006 mes -9.42076e-06 -7.47194e-05 5.12502e-06 -2.93558e-06 3.94406e-05 -5.73516e-06
311007 31007 mes 6.59888e-06 -1.73379e-05 3.93606e-06 -3.03782e-05 4.42967e-05 1.12218e-05
311008 31008 mes 2.74861e-06 -5.34497e-05 1.52144e-06 -3.09541e-05 6.03787e-05 -1.22644e-05
311009 31009 mes 3.5104e-06 -3.79329e-05 6.39033e-06 -3.99204e-05 3.24347e-05 -2.10185e-05
311010 31010 mes 2.66874e-06 -5.72933e-05 9.40355e-06 -3.44306e-05 -9.15502e-06 -2.44733e-05
311011 31011 mes 1.17128e-05 6.01562e-06 8.41921e-07 -3.5434e-05 2.98629e-05 -1.51496e-05
311012 31012 mes 8.02323e-06 -6.13398e-05 6.11933e-06 -4.34013e-05 1.74385e-05 -1.46626e-05
311013 31013 mes 6.84873e-06 -4.56444e-05 8.95064e-06 -2.84519e-05 2.92721e-05 -7.22021e-06
311014 31014 mes 3.66843e-06 -2.13244e-05 1.63623e-06 -3.74885e-05 3.7263e-05 -1.9247e-05
311015 31015 mes 5.02789e-06 -2.79354e-05 8.36173e-06 -4.05758e-05 6.67249e-05 -2.26732e-05
311016 31016 mes -5.61339e-08 -1.03612e-05 9.08312e-06 -3.11496e-05 3.28288e-05 -7.33221e-06
311030 31030 mes -4.41244e-06 -3.2835e-05 1.48334e-05 -1.57256e-05 -4.05174e-06 -1.20455e-05
311031 31031 mes -1.78449e-06 -5.16627e-05 7.71629e-06 -2.84319e-05 3.15989e-06 -4.41927e-05
311032 31032 mes -5.24975e-06 -2.93962e-05 1.45537e-06 -1.85296e-05 2.27445e-05 -1.82553e-05
311033 31033 mes 2.14347e-06 -5.3505e-05 -6.56547e-07 -4.23238e-05 2.14038e-05 -2.3187e-05
311034 31034 mes 1.06098e-05 -2.55469e-05 7.56944e-07 -3.17758e-05 3.42037e-05 -3.50737e-05
311035 31035 mes 1.42865e-05 -1.92084e-05 1.32814e-05 -4.54923e-05 5.38229e-05 -1.95178e-05
311036 31036 mes -1.92809e-06 -3.78655e-05 -4.07404e-06 -3.25151e-05 3.62841e-05 -1.21589e-05
311037 31037 mes 7.495e-06 -4.73943e-05 1.375e-06 -3.4543e-05 -8.02443e-06 -2.50872e-05
311038 31038 mes 4.14503e-06 -5.20806e-05 4.75168e-06 -4.56614e-05 -1.04508e-05 -9.08545e-06
311039 31039 mes 1.28145e-05 -7.73152e-05 5.27495e-06 -3.15224e-05 4.3758e-05 -1.28199e-05
312007 31007 mes 4.96087e-06 -4.80409e-05 -1.12701e-06 -4.3545e-05 3.81401e-05 -2.70331e-05
312008 31008 mes -1.85579e-06 -3.45482e-05 3.2791e-06 -2.40847e-05 3.9823e-05 -2.09195e-05
312009 31009 mes 1.69747e-06 -4.34475e-05 7.36695e-06 -2.47442e-05 2.06593e-05 -2.76816e-05
312010 31010 mes -3.81997e-06 -1.13824e-05 6.57356e-06 -3.39813e-05 -3.25095e-06 -1.17507e-05
312011 31011 mes -6.02216e-06 -3.63778e-05 1.83199e-05 -1.77386e-05 5.99969e-05 -2.16525e-05
312013 31013 mes -3.29877e-06 -1.26555e-05 7.7714e-06 -2.89737e-05 4.78595e-05 -1.92599e-05
312014 31014 mes 6.16387e-07 -3.65668e-05 1.21901e-05 -2.47669e-05 4.00033e-05 -2.26785e-05
312015 31015 mes 6.71738e-06 -8.59285e-06 2.96576e-06 -3.60464e-05 5.48332e-05 -1.01535e-05
312016 31016 mes 6.06425e-06 1.56587e-05 5.92435e-06 -3.58675e-05 -5.49505e-06 -2.18424e-05
312017 31017 mes -2.71283e-06 -3.68252e-05 2.03286e-06 -1.47924e-05 1.09603e-05 -1.27364e-05
312018 31018 mes -6.19764e-06 -1.7258e-05 3.46706e-06 -1.9401e-05 4.80548e-05 -1.89361e-05
312019 31019 mes -2.47535e-06 -9.71204e-05 9.00032e-06 -2.59193e-05 5.03217e-05 -1.54415e-05
312020 31020 mes -4.65341e-06 -3.99574e-05 8.56951e-06 -2.26572e-05 4.26154e-05 -1.33064e-05
312022 31022 mes 1.17632e-05 -1.79217e-05 6.23271e-06 -3.23269e-05 4.15929e-05 -2.98935e-05
312023 31023 mes -3.14847e-06 -5.38077e-05 1.20658e-05 -3.24768e-05 1.3009e-06 -1.70939e-05
312082 31082 mes 1.00426e-07 -6.62899e-05 -3.37749e-06 -1.7973e-05 3.80586e-05 -2.97462e-05
312083 31083 mes -3.90656e-06 -4.37822e-05 2.74352e-06 -2.65361e-05 8.788e-05 -9.82953e-06
312084 31084 mes 2.69281e-06 -4.08115e-05 1.67193e-05 -2.43142e-05 1.76997e-05 -1.55806e-05
312086 31086 mes 1.72995e-05 -3.11787e-05 4.86702e-06 -4.63319e-05 3.73317e-05 -1.87473e-05
312087 31087 mes 1.35469e-05 -6.12767e-05 2.78739e-07 -4.42678e-05 2.44074e-05 -1.81477e-05
312088 31088 mes 1.81998e-06 -2.00015e-05 5.0821e-06 -3.0633e-05 3.77613e-05 -1.44775e-05
312089 31089 mes -1.17943e-06 -3.06613e-05 2.02824e-06 -2.59193e-05 1.4045e-05 -2.26509e-05
312090 31090 mes 7.19386e-06 -3.50948e-05 1.949e-06 -4.41674e-05 3.63219e-05 -2.97104e-05
312091 31091 mes 9.75885e-06 -7.75232e-06 6.3689e-06 -3.84444e-05 2.26319e-05 -1.88911e-05
321001 32001 mes 4.88045e-06 -6.90452e-05 1.232e-06 -2.73705e-05 2.39446e-05 -1.04774e-05
321006 32006 mes -1.02817e-06 -5.45294e-05 2.56243e-06 -2.33679e-05 1.89751e-05 -9.60598e-06
321007 32007 mes -3.51269e-06 -2.97467e-05 4.93215e-06 -1.52201e-05 4.04616e-05 -2.08599e-05
321008 32008 mes -7.70641e-07 -2.96312e-05 7.28751e-06 -2.76771e-05 2.864e-05 -1.96932e-05
321009 32009 mes 2.62759e-06 -4.00505e-05 1.19266e-07 -2.82482e-05 1.31476e-05 -2.97886e-05
321010 32010 mes -5.80542e-06 -4.94702e-05 3.93409e-06 -2.56274e-05 2.72243e-06 -2.64424e-06
321011 32011 mes -7.62742e-07 -3.37128e-05 2.309e-06 -1.92475e-05 6.13317e-05 -2.55768e-05
321013 32013 mes -7.83412e-07 -6.17466e-05 -3.17458e-07 -2.54295e-05 3.01029e-05 -3.80509e-06
321014 32014 mes 2.95066e-06 -3.06626e-05 9.11779e-06 -2.43046e-05 4.27388e-05 -2.76891e-05
321015 32015 mes 8.11202e-06 -1.21446e-05 3.48957e-06 -2.72779e-05 4.86072e-05 -2.92227e-05
321017 32017 mes -2.29302e-06 -2.92967e-05 1.07236e-06 -3.22862e-05 -1.35341e-05 -2.18547e-05
321018 32018 mes 2.01018e-06 -4.09471e-05 7.00984e-06 -2.47142e-05 3.11746e-05 -2.65822e-05
321020 32020 mes 2.93278e-06 -3.32422e-05 -5.12365e-06 -1.65765e-05 9.47026e-05 -1.59417e-05
321021 32021 mes -3.93849e-06 -4.45857e-05 -2.41902e-07 -2.28143e-05 4.53746e-05 -1.63378e-05
321045 32045 mes -1.11103e-06 -6.78394e-05 1.00959e-05 -1.86582e-05 4.84198e-05 -1.57405e-05
321089 32089 mes 8.43723e-06 -5.08735e-05 1.47097e-05 -3.75069e-05 3.16917e-05 -2.35959e-05
321090 32090 mes 3.58487e-06 -5.39139e-05 5.95903e-06 -4.09444e-05 5.5026e-05 -8.85479e-06
321091 32091 mes 1.5918e-05 -3.48997e-05 1.95828e-06 -2.30261e-05 2.64582e-05 -1.27888e-05
321092 32092 mes 5.3863e-06 -3.68702e-05 3.01208e-07 -2.99348e-05 6.69319e-05 -8.27601e-06
321093 32093 mes 2.19096e-06 -8.91497e-06 1.67614e-05 -3.17002e-05 -1.34103e-06 -3.17564e-06
321094 32094 mes 3.24033e-06 -3.50582e-05 3.09255e-06 -3.67108e-05 5.71834e-05 -3.11511e-05
321095 32095 mes 2.49271e-06 -6.24828e-05 1.72439e-07 -4.04511e-05 3.61789e-05 -1.88606e-05
321096 32096 mes 3.2456e-06 -5.42641e-05 1.6099e-06 -2.18259e-05 1.38829e-05 -1.94257e-05
321097 32097 mes 6.49024e-06 -5.26412e-05 8.68459e-06 -3.91598e-05 5.69828e-05 -2.7739e-05
321098 32098 mes -4.25771e-06 -2.63713e-05 7.38719e-06 -1.71316e-05 1.92256e-05 -1.42159e-05
322001 32001 mes 1.78729e-06 -6.36705e-05 1.84875e-05 -2.40148e-05 1.1298e-06 -1.15753e-05
322002 32002 mes -1.01781e-05 -3.28077e-05 2.89502e-06 -1.50087e-05 3.11113e-05 -2.22339e-05
322003 32003 mes 3.23401e-06 -4.06915e-05 1.07569e-05 -1.66809e-05 3.545e-05 -4.68178e-06
322004 32004 mes 4.29153e-06 -5.18121e-05 6.74774e-06 -3.93701e-05 9.46038e-06 -3.52808e-05
322005 32005 mes -2.27392e-07 -3.03533e-05 1.06316e-05 -3.68369e-05 7.53429e-05 -1.80717e-06
322006 32006 mes 2.15214e-06 -5.38083e-05 1.59735e-05 -3.02546e-05 6.27549e-05 -2.05906e-05
322007 32007 mes 3.73092e-06 -7.02607e-06 1.00977e-05 -2.8208e-05 4.06175e-05 -1.39982e-05
322008 32008 mes 2.03796e-06 -8.38567e-06 8.3746e-06 -2.42541e-05 4.56963e-05 -2.43281e-05
322009 32009 mes 1.52925e-06 -2.29627e-05 8.03683e-06 -2.50124e-05 3.8162e-05 -3.03728e-05
322010 32010 mes 2.65306e-06 -4.69511e-05 5.55854e-07 -3.98698e-05 1.02934e-05 -2.04768e-05
322011 32011 mes 5.24081e-06 -4.55722e-05 -2.37778e-06 -3.50918e-05 7.42184e-05 -1.11804e-05
322012 32012 mes -4.59061e-06 -4.34431e-05 1.1284e-05 -1.82901e-05 3.66895e-05 -1.08462e-05
322013 32013 mes 6.95959e-06 -3.35315e-05 3.95567e-06 -3.59123e-05 3.33264e-05 -2.03776e-05
322014 32014 mes 1.17206e-08 -5.12737e-05 8.95405e-06 -2.58664e-05 4.80335e-05 -2.87955e-05
322015 32015 mes 1.64008e-06 -1.11345e-05 3.68772e-06 -2.42766e-05 3.08111e-06 -1.49859e-05
